verite_slip,verite_guess,z_seed,rep,policy,n_questions,correct_diagnosis,concept_accuracy,confidence
0.05,0.25,0,15,aleatoire,24,True,1.0,0.9264056394672088
0.05,0.25,0,15,cat_irt,30,True,1.0,
0.05,0.25,0,16,kst_adaptatif,21,True,1.0,0.39215922899776373
0.05,0.25,0,16,aleatoire,30,True,1.0,0.5985420353112204
0.05,0.25,0,16,cat_irt,30,True,1.0,
0.05,0.25,0,17,kst_adaptatif,17,True,1.0,0.889372627056807
0.05,0.25,0,17,aleatoire,23,True,1.0,0.8761233131198236
0.05,0.25,0,17,cat_irt,30,True,1.0,
0.05,0.25,0,18,kst_adaptatif,20,True,1.0,0.538226031574944
0.05,0.25,0,18,aleatoire,14,True,1.0,0.952664853437133
0.05,0.25,0,18,cat_irt,30,True,1.0,
0.05,0.25,0,19,kst_adaptatif,26,True,1.0,0.5202296358424631
0.05,0.25,0,19,aleatoire,30,True,1.0,0.7849006024057191
0.05,0.25,0,19,cat_irt,30,True,1.0,
0.05,0.25,1,0,kst_adaptatif,24,True,1.0,0.8629829371612528
0.05,0.25,1,0,aleatoire,30,True,1.0,0.6677569208719875
0.05,0.25,1,0,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,1,kst_adaptatif,17,True,1.0,0.8808123131227812
0.05,0.25,1,1,aleatoire,19,True,1.0,0.8829990642100793
0.05,0.25,1,1,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,2,kst_adaptatif,13,True,1.0,0.8571924496281315
0.05,0.25,1,2,aleatoire,21,True,1.0,0.8504401054635364
0.05,0.25,1,2,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,3,kst_adaptatif,30,False,0.8571428571428571,0.15435954689079287
0.05,0.25,1,3,aleatoire,30,False,0.7142857142857143,0.4620434543982278
0.05,0.25,1,3,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,4,kst_adaptatif,16,True,1.0,0.8821003705412422
0.05,0.25,1,4,aleatoire,25,True,1.0,0.9322338291306268
0.05,0.25,1,4,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,5,kst_adaptatif,22,True,1.0,0.872135569650954
0.05,0.25,1,5,aleatoire,24,True,1.0,0.8651481251111083
0.05,0.25,1,5,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,6,kst_adaptatif,23,False,0.8571428571428571,0.5182056697661996
0.05,0.25,1,6,aleatoire,29,True,1.0,0.8723096857728208
0.05,0.25,1,6,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,7,kst_adaptatif,19,True,1.0,0.8614960321856993
0.05,0.25,1,7,aleatoire,30,True,1.0,0.35536696390850087
0.05,0.25,1,7,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,8,kst_adaptatif,12,True,1.0,0.8932842287506619
0.05,0.25,1,8,aleatoire,18,True,1.0,0.8870125948987694
0.05,0.25,1,8,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,9,kst_adaptatif,28,True,1.0,0.5116757877637714
0.05,0.25,1,9,aleatoire,30,True,1.0,0.8035663198680703
0.05,0.25,1,9,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,10,kst_adaptatif,23,True,1.0,0.8794339792142661
0.05,0.25,1,10,aleatoire,30,True,1.0,0.4397128399901083
0.05,0.25,1,10,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,11,kst_adaptatif,15,True,1.0,0.8630706307324428
0.05,0.25,1,11,aleatoire,21,True,1.0,0.8579905227691228
0.05,0.25,1,11,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,12,kst_adaptatif,20,True,1.0,0.8800772437062953
0.05,0.25,1,12,aleatoire,20,True,1.0,0.9209822168707542
0.05,0.25,1,12,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,13,kst_adaptatif,22,True,1.0,0.5409006071274872
0.05,0.25,1,13,aleatoire,30,True,1.0,0.6631460445556265
0.05,0.25,1,13,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,14,kst_adaptatif,13,True,1.0,0.8544782305042525
0.05,0.25,1,14,aleatoire,30,True,1.0,0.5329893411439942
0.05,0.25,1,14,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,15,kst_adaptatif,18,True,1.0,0.8806322829865799
0.05,0.25,1,15,aleatoire,18,True,1.0,0.886474482998473
0.05,0.25,1,15,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,16,kst_adaptatif,12,True,1.0,0.8932842287506619
0.05,0.25,1,16,aleatoire,21,True,1.0,0.8700561184375211
0.05,0.25,1,16,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,17,kst_adaptatif,17,True,1.0,0.8635609045554073
0.05,0.25,1,17,aleatoire,27,True,1.0,0.8652718506898671
0.05,0.25,1,17,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,18,kst_adaptatif,15,True,1.0,0.862917117512568
0.05,0.25,1,18,aleatoire,30,True,1.0,0.9596160030595077
0.05,0.25,1,18,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,19,kst_adaptatif,24,False,0.8571428571428571,0.8651174135384202
0.05,0.25,1,19,aleatoire,30,True,1.0,0.758447498995402
0.05,0.25,1,19,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,0,kst_adaptatif,20,True,1.0,0.5402365665589367
0.05,0.25,2,0,aleatoire,30,False,0.8571428571428571,0.350744939873299
0.05,0.25,2,0,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,1,kst_adaptatif,23,True,1.0,0.5251829916792136
0.05,0.25,2,1,aleatoire,21,True,1.0,0.8564935675919252
0.05,0.25,2,1,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,2,kst_adaptatif,17,True,1.0,0.8899875752122226
0.05,0.25,2,2,aleatoire,30,True,1.0,0.5085820878583134
0.05,0.25,2,2,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,3,kst_adaptatif,15,True,1.0,0.8630706307640751
0.05,0.25,2,3,aleatoire,30,True,1.0,0.4390190872566482
0.05,0.25,2,3,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,4,kst_adaptatif,23,False,0.8571428571428571,0.8853293123644995
0.05,0.25,2,4,aleatoire,30,True,1.0,0.4885669887630937
0.05,0.25,2,4,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,5,kst_adaptatif,30,True,1.0,0.5253363749321227
0.05,0.25,2,5,aleatoire,30,True,1.0,0.7224396514185617
0.05,0.25,2,5,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,6,kst_adaptatif,21,True,1.0,0.8909340298965497
0.05,0.25,2,6,aleatoire,25,True,1.0,0.9009734872576912
0.05,0.25,2,6,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,7,kst_adaptatif,18,True,1.0,0.8712138060563451
0.05,0.25,2,7,aleatoire,25,True,1.0,0.8970074951767586
0.05,0.25,2,7,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,8,kst_adaptatif,13,True,1.0,0.8552313866121607
0.05,0.25,2,8,aleatoire,28,True,1.0,0.9397607929266137
0.05,0.25,2,8,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,9,kst_adaptatif,21,True,1.0,0.8771770784440566
0.05,0.25,2,9,aleatoire,29,True,1.0,0.8657723377249796
0.05,0.25,2,9,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,10,kst_adaptatif,30,False,0.8571428571428571,0.3599655468109549
0.05,0.25,2,10,aleatoire,28,True,1.0,0.8924735552399308
0.05,0.25,2,10,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,11,kst_adaptatif,26,True,1.0,0.8609055221239301
0.05,0.25,2,11,aleatoire,30,True,1.0,0.646961160308871
0.05,0.25,2,11,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,12,kst_adaptatif,26,True,1.0,0.5090076654173372
0.05,0.25,2,12,aleatoire,30,False,0.7142857142857143,0.4688151365652808
0.05,0.25,2,12,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,13,kst_adaptatif,10,False,0.8571428571428571,0.8901517626250266
0.05,0.25,2,13,aleatoire,24,False,0.7142857142857143,0.9007959265523048
0.05,0.25,2,13,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,14,kst_adaptatif,19,True,1.0,0.5393746051451834
0.05,0.25,2,14,aleatoire,28,True,1.0,0.897282782122085
0.05,0.25,2,14,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,15,kst_adaptatif,23,False,0.8571428571428571,0.8504126521819948
0.05,0.25,2,15,aleatoire,27,True,1.0,0.5261442589793689
0.05,0.25,2,15,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,16,kst_adaptatif,30,True,1.0,0.2153655030225853
0.05,0.25,2,16,aleatoire,30,True,1.0,0.5260305676869199
0.05,0.25,2,16,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,17,kst_adaptatif,13,True,1.0,0.8552313865782971
0.05,0.25,2,17,aleatoire,20,False,0.8571428571428571,0.8861946845177212
0.05,0.25,2,17,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,18,kst_adaptatif,17,True,1.0,0.8635609045435377
0.05,0.25,2,18,aleatoire,30,True,1.0,0.8044793843701677
0.05,0.25,2,18,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,19,kst_adaptatif,13,True,1.0,0.8660028735030889
0.05,0.25,2,19,aleatoire,30,True,1.0,0.5386163712286872
0.05,0.25,2,19,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,0,kst_adaptatif,19,True,1.0,0.9104214159893534
0.05,0.25,3,0,aleatoire,21,True,1.0,0.8680539627372389
0.05,0.25,3,0,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,1,kst_adaptatif,8,True,1.0,0.8578383914567891
0.05,0.25,3,1,aleatoire,29,True,1.0,0.9634875996934552
0.05,0.25,3,1,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,2,kst_adaptatif,10,True,1.0,0.8665657525946416
0.05,0.25,3,2,aleatoire,18,True,1.0,0.8878681603996542
0.05,0.25,3,2,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,3,kst_adaptatif,23,True,1.0,0.5332430615456676
0.05,0.25,3,3,aleatoire,23,True,1.0,0.8606659875565992
0.05,0.25,3,3,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,4,kst_adaptatif,13,True,1.0,0.8502791936456598
0.05,0.25,3,4,aleatoire,24,False,0.8571428571428571,0.8673383542397848
0.05,0.25,3,4,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,5,kst_adaptatif,8,True,1.0,0.8578383914567891
0.05,0.25,3,5,aleatoire,30,True,1.0,0.6711930632532115
0.05,0.25,3,5,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,6,kst_adaptatif,12,True,1.0,0.8585301059552397
0.05,0.25,3,6,aleatoire,30,True,1.0,0.47480615292887896
0.05,0.25,3,6,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,7,kst_adaptatif,14,True,1.0,0.8948420312187222
0.05,0.25,3,7,aleatoire,15,True,1.0,0.9085512573753537
0.05,0.25,3,7,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,8,kst_adaptatif,17,True,1.0,0.8961455503250588
0.05,0.25,3,8,aleatoire,26,True,1.0,0.9521822966892516
0.05,0.25,3,8,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,9,kst_adaptatif,15,True,1.0,0.9071910751707017
0.05,0.25,3,9,aleatoire,24,True,1.0,0.9050534617720664
0.05,0.25,3,9,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,10,kst_adaptatif,16,True,1.0,0.8603197493406892
0.05,0.25,3,10,aleatoire,30,False,0.8571428571428571,0.7737258153728521
0.05,0.25,3,10,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,11,kst_adaptatif,8,True,1.0,0.8578383914567891
0.05,0.25,3,11,aleatoire,21,True,1.0,0.8724614091305088
0.05,0.25,3,11,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,12,kst_adaptatif,10,True,1.0,0.8754725174452948
0.05,0.25,3,12,aleatoire,30,False,0.8571428571428571,0.4991863003270648
0.05,0.25,3,12,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,13,kst_adaptatif,25,True,1.0,0.5347290446498191
0.05,0.25,3,13,aleatoire,30,True,1.0,0.7723558974341165
0.05,0.25,3,13,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,14,kst_adaptatif,10,True,1.0,0.8754725174452948
0.05,0.25,3,14,aleatoire,21,True,1.0,0.9374372644696176
0.05,0.25,3,14,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,15,kst_adaptatif,12,True,1.0,0.8708182711362297
0.05,0.25,3,15,aleatoire,18,True,1.0,0.8707460194967251
0.05,0.25,3,15,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,16,kst_adaptatif,20,False,0.8571428571428571,0.5111378711354073
0.05,0.25,3,16,aleatoire,30,True,1.0,0.5215487235153995
0.05,0.25,3,16,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,17,kst_adaptatif,16,True,1.0,0.8715204518201056
0.05,0.25,3,17,aleatoire,30,False,0.7142857142857143,0.4666271598238157
0.05,0.25,3,17,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,18,kst_adaptatif,18,True,1.0,0.8770600644931844
0.05,0.25,3,18,aleatoire,27,True,1.0,0.8520848692250388
0.05,0.25,3,18,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,19,kst_adaptatif,10,True,1.0,0.8754725174452948
0.05,0.25,3,19,aleatoire,30,True,1.0,0.9290206456069556
0.05,0.25,3,19,cat_irt,30,False,0.8571428571428571,
0.05,0.25,4,0,kst_adaptatif,21,False,0.8571428571428571,0.5400365271138335
0.05,0.25,4,0,aleatoire,30,True,1.0,0.7636039638447347
0.05,0.25,4,0,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,1,kst_adaptatif,16,True,1.0,0.8550847377334001
0.05,0.25,4,1,aleatoire,21,True,1.0,0.8945388164542739
0.05,0.25,4,1,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,2,kst_adaptatif,13,True,1.0,0.878974583618768
0.05,0.25,4,2,aleatoire,22,True,1.0,0.8555284711559558
0.05,0.25,4,2,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,3,kst_adaptatif,13,True,1.0,0.8683495137047658
0.05,0.25,4,3,aleatoire,24,True,1.0,0.9099341122378714
0.05,0.25,4,3,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,4,kst_adaptatif,12,True,1.0,0.8643021821561636
0.05,0.25,4,4,aleatoire,22,True,1.0,0.9386030902949242
0.05,0.25,4,4,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,5,kst_adaptatif,25,True,1.0,0.5247287283233557
0.05,0.25,4,5,aleatoire,30,True,1.0,0.7853563707280886
0.05,0.25,4,5,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,6,kst_adaptatif,15,True,1.0,0.8868672464018452
0.05,0.25,4,6,aleatoire,27,True,1.0,0.9186936643875343
0.05,0.25,4,6,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,7,kst_adaptatif,11,True,1.0,0.9033308168284556
0.05,0.25,4,7,aleatoire,27,True,1.0,0.8768265170593954
0.05,0.25,4,7,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,8,kst_adaptatif,12,True,1.0,0.8535793093306658
0.05,0.25,4,8,aleatoire,20,True,1.0,0.8610678239115253
0.05,0.25,4,8,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,9,kst_adaptatif,11,True,1.0,0.9033308168284556
0.05,0.25,4,9,aleatoire,30,True,1.0,0.5361558787329826
0.05,0.25,4,9,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,10,kst_adaptatif,13,True,1.0,0.8683495137047658
0.05,0.25,4,10,aleatoire,30,True,1.0,0.5265069069470024
0.05,0.25,4,10,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,11,kst_adaptatif,12,True,1.0,0.8643021821561636
0.05,0.25,4,11,aleatoire,16,True,1.0,0.8582978594258773
0.05,0.25,4,11,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,12,kst_adaptatif,12,True,1.0,0.8640883752922227
0.05,0.25,4,12,aleatoire,30,True,1.0,0.7785988783580471
0.05,0.25,4,12,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,13,kst_adaptatif,11,True,1.0,0.9033308168284556
0.05,0.25,4,13,aleatoire,25,True,1.0,0.9412858524766294
0.05,0.25,4,13,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,14,kst_adaptatif,11,True,1.0,0.9033308168284556
0.05,0.25,4,14,aleatoire,30,True,1.0,0.5186853568643324
0.05,0.25,4,14,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,15,kst_adaptatif,25,True,1.0,0.5277641071717332
0.05,0.25,4,15,aleatoire,30,True,1.0,0.8868710069944346
0.05,0.25,4,15,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,16,kst_adaptatif,19,False,0.8571428571428571,0.5191264657003115
0.05,0.25,4,16,aleatoire,21,True,1.0,0.854831289941781
0.05,0.25,4,16,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,17,kst_adaptatif,14,True,1.0,0.8533419137809405
0.05,0.25,4,17,aleatoire,27,True,1.0,0.8613003440460825
0.05,0.25,4,17,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,18,kst_adaptatif,14,True,1.0,0.8577680993251123
0.05,0.25,4,18,aleatoire,23,True,1.0,0.8954883405359579
0.05,0.25,4,18,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,19,kst_adaptatif,11,True,1.0,0.9033308168284556
0.05,0.25,4,19,aleatoire,30,True,1.0,0.9452384523149725
0.05,0.25,4,19,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,0,kst_adaptatif,14,True,1.0,0.8908695329653541
0.05,0.25,5,0,aleatoire,19,True,1.0,0.8526475645827698
0.05,0.25,5,0,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,1,kst_adaptatif,14,True,1.0,0.8818509789219049
0.05,0.25,5,1,aleatoire,20,True,1.0,0.9439352210071958
0.05,0.25,5,1,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,2,kst_adaptatif,14,True,1.0,0.8769594321514266
0.05,0.25,5,2,aleatoire,16,True,1.0,0.9335874576764708
0.05,0.25,5,2,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,3,kst_adaptatif,13,True,1.0,0.8689853026109841
0.05,0.25,5,3,aleatoire,30,True,1.0,0.5332131532021412
0.05,0.25,5,3,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,4,kst_adaptatif,16,True,1.0,0.8771628230850351
0.05,0.25,5,4,aleatoire,26,True,1.0,0.9259877990940599
0.05,0.25,5,4,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,5,kst_adaptatif,21,False,0.8571428571428571,0.871715481709229
0.05,0.25,5,5,aleatoire,17,True,1.0,0.8596632502189897
0.05,0.25,5,5,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,6,kst_adaptatif,10,True,1.0,0.8901517626265719
0.05,0.25,5,6,aleatoire,30,True,1.0,0.8099870121017454
0.05,0.25,5,6,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,7,kst_adaptatif,12,True,1.0,0.9084501373686944
0.05,0.25,5,7,aleatoire,22,True,1.0,0.9141968507013045
0.05,0.25,5,7,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,8,kst_adaptatif,16,True,1.0,0.8671673382339096
0.05,0.25,5,8,aleatoire,19,True,1.0,0.8832541610468819
0.05,0.25,5,8,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,9,kst_adaptatif,10,False,0.8571428571428571,0.8571309362562066
0.05,0.25,5,9,aleatoire,30,True,1.0,0.8057582265966932
0.05,0.25,5,9,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,10,kst_adaptatif,28,True,1.0,0.4932208401213425
0.05,0.25,5,10,aleatoire,24,False,0.8571428571428571,0.9036266147467891
0.05,0.25,5,10,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,11,kst_adaptatif,27,True,1.0,0.5201340440313603
0.05,0.25,5,11,aleatoire,25,True,1.0,0.9109882147428069
0.05,0.25,5,11,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,12,kst_adaptatif,18,True,1.0,0.85085533954734
0.05,0.25,5,12,aleatoire,20,True,1.0,0.9373938466129474
0.05,0.25,5,12,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,13,kst_adaptatif,19,True,1.0,0.859912350924702
0.05,0.25,5,13,aleatoire,30,True,1.0,0.6582094643802912
0.05,0.25,5,13,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,14,kst_adaptatif,14,True,1.0,0.8908695329723212
0.05,0.25,5,14,aleatoire,25,True,1.0,0.8905549836704151
0.05,0.25,5,14,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,15,kst_adaptatif,15,True,1.0,0.8806440376029062
0.05,0.25,5,15,aleatoire,25,True,1.0,0.8540741635928536
0.05,0.25,5,15,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,16,kst_adaptatif,11,True,1.0,0.8522297256830584
0.05,0.25,5,16,aleatoire,30,True,1.0,0.8237297116790575
0.05,0.25,5,16,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,17,kst_adaptatif,12,True,1.0,0.8640883753256049
0.05,0.25,5,17,aleatoire,22,True,1.0,0.8970176611512053
0.05,0.25,5,17,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,18,kst_adaptatif,12,True,1.0,0.9084501373686944
0.05,0.25,5,18,aleatoire,30,True,1.0,0.40726110274265714
0.05,0.25,5,18,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,19,kst_adaptatif,10,True,1.0,0.8901517626265719
0.05,0.25,5,19,aleatoire,30,True,1.0,0.7702467358537618
0.05,0.25,5,19,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,0,kst_adaptatif,16,True,1.0,0.8789140393363869
0.05,0.25,6,0,aleatoire,27,False,0.8571428571428571,0.91827414067545
0.05,0.25,6,0,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,1,kst_adaptatif,30,True,1.0,0.5192856821732447
0.05,0.25,6,1,aleatoire,30,False,0.8571428571428571,0.6237593571574084
0.05,0.25,6,1,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,2,kst_adaptatif,30,True,1.0,0.49719140602829975
0.05,0.25,6,2,aleatoire,30,True,1.0,0.768375300463815
0.05,0.25,6,2,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,3,kst_adaptatif,16,True,1.0,0.8789140393363869
0.05,0.25,6,3,aleatoire,26,True,1.0,0.8603611441275666
0.05,0.25,6,3,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,4,kst_adaptatif,29,True,1.0,0.5075054846210063
0.05,0.25,6,4,aleatoire,30,True,1.0,0.7305561363488291
0.05,0.25,6,4,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,5,kst_adaptatif,29,True,1.0,0.5181815234041709
0.05,0.25,6,5,aleatoire,29,True,1.0,0.9002573888533627
0.05,0.25,6,5,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,6,kst_adaptatif,19,False,0.8571428571428571,0.8836317196853161
0.05,0.25,6,6,aleatoire,26,True,1.0,0.8602907667088483
0.05,0.25,6,6,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,7,kst_adaptatif,20,True,1.0,0.8947679798222689
0.05,0.25,6,7,aleatoire,29,True,1.0,0.869036897730548
0.05,0.25,6,7,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,8,kst_adaptatif,30,True,1.0,0.49737507620290444
0.05,0.25,6,8,aleatoire,30,True,1.0,0.4987650793361879
0.05,0.25,6,8,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,9,kst_adaptatif,20,True,1.0,0.8947679797877099
0.05,0.25,6,9,aleatoire,30,True,1.0,0.7885251649324471
0.05,0.25,6,9,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,10,kst_adaptatif,18,True,1.0,0.886805581507548
0.05,0.25,6,10,aleatoire,25,True,1.0,0.8576739599444717
0.05,0.25,6,10,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,11,kst_adaptatif,26,True,1.0,0.8726594423060475
0.05,0.25,6,11,aleatoire,24,True,1.0,0.8709638300766614
0.05,0.25,6,11,cat_irt,30,False,0.7142857142857143,
