verite_slip,verite_guess,z_seed,rep,policy,n_questions,correct_diagnosis,concept_accuracy,confidence
0.05,0.25,1,6,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,7,kst_adaptatif,30,True,1.0,0.7774618028744091
0.05,0.25,1,7,aleatoire,30,True,1.0,0.22463639695572782
0.05,0.25,1,7,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,8,kst_adaptatif,26,True,1.0,0.7909721438685852
0.05,0.25,1,8,aleatoire,30,True,1.0,0.7956766542777772
0.05,0.25,1,8,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,9,kst_adaptatif,30,True,1.0,0.710296844122019
0.05,0.25,1,9,aleatoire,30,True,1.0,0.6054088853598234
0.05,0.25,1,9,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,10,kst_adaptatif,30,True,1.0,0.48323001767471485
0.05,0.25,1,10,aleatoire,30,True,1.0,0.3254635428088917
0.05,0.25,1,10,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,11,kst_adaptatif,27,True,1.0,0.2578582857405221
0.05,0.25,1,11,aleatoire,30,True,1.0,0.8600433423597378
0.05,0.25,1,11,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,12,kst_adaptatif,28,True,1.0,0.7860051456091586
0.05,0.25,1,12,aleatoire,30,True,1.0,0.8204880656225793
0.05,0.25,1,12,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,13,kst_adaptatif,26,True,1.0,0.4249007916480339
0.05,0.25,1,13,aleatoire,30,True,1.0,0.5081743918859541
0.05,0.25,1,13,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,14,kst_adaptatif,27,True,1.0,0.6339029699412859
0.05,0.25,1,14,aleatoire,30,True,1.0,0.4181731298094827
0.05,0.25,1,14,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,15,kst_adaptatif,26,True,1.0,0.8201035598291707
0.05,0.25,1,15,aleatoire,30,True,1.0,0.8054674805187338
0.05,0.25,1,15,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,16,kst_adaptatif,25,True,1.0,0.8006181456299335
0.05,0.25,1,16,aleatoire,30,True,1.0,0.8299701166984952
0.05,0.25,1,16,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,17,kst_adaptatif,28,True,1.0,0.7720535345928652
0.05,0.25,1,17,aleatoire,30,True,1.0,0.5383084491535081
0.05,0.25,1,17,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,18,kst_adaptatif,26,True,1.0,0.7646655150513283
0.05,0.25,1,18,aleatoire,30,True,1.0,0.7448558683923932
0.05,0.25,1,18,cat_irt,30,False,0.8571428571428571,
0.05,0.25,1,19,kst_adaptatif,30,True,1.0,0.6003639942378972
0.05,0.25,1,19,aleatoire,30,True,1.0,0.5163560169800816
0.05,0.25,1,19,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,0,kst_adaptatif,26,True,1.0,0.4745965690536555
0.05,0.25,2,0,aleatoire,30,False,0.8571428571428571,0.21198464526714683
0.05,0.25,2,0,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,1,kst_adaptatif,26,True,1.0,0.424900791648586
0.05,0.25,2,1,aleatoire,30,True,1.0,0.7790701193043118
0.05,0.25,2,1,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,2,kst_adaptatif,30,True,1.0,0.5373036211240002
0.05,0.25,2,2,aleatoire,30,True,1.0,0.3916437624012937
0.05,0.25,2,2,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,3,kst_adaptatif,27,True,1.0,0.47532912900863566
0.05,0.25,2,3,aleatoire,30,True,1.0,0.32702926725860204
0.05,0.25,2,3,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,4,kst_adaptatif,30,True,1.0,0.6296912803438329
0.05,0.25,2,4,aleatoire,30,True,1.0,0.3260486484784189
0.05,0.25,2,4,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,5,kst_adaptatif,30,True,1.0,0.3529512604118547
0.05,0.25,2,5,aleatoire,30,True,1.0,0.3917047731694882
0.05,0.25,2,5,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,6,kst_adaptatif,30,True,1.0,0.46691400938612837
0.05,0.25,2,6,aleatoire,30,True,1.0,0.7149640423768078
0.05,0.25,2,6,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,7,kst_adaptatif,25,False,0.8571428571428571,0.7982083081811794
0.05,0.25,2,7,aleatoire,30,True,1.0,0.5704186038437001
0.05,0.25,2,7,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,8,kst_adaptatif,25,True,1.0,0.8683160678929074
0.05,0.25,2,8,aleatoire,30,True,1.0,0.7406792650852805
0.05,0.25,2,8,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,9,kst_adaptatif,29,True,1.0,0.8731083851245908
0.05,0.25,2,9,aleatoire,30,True,1.0,0.5152483363022301
0.05,0.25,2,9,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,10,kst_adaptatif,28,False,0.8571428571428571,0.6609847323840665
0.05,0.25,2,10,aleatoire,30,True,1.0,0.6172607284172807
0.05,0.25,2,10,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,11,kst_adaptatif,29,True,1.0,0.4781934090290673
0.05,0.25,2,11,aleatoire,30,True,1.0,0.45211983431359914
0.05,0.25,2,11,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,12,kst_adaptatif,30,True,1.0,0.2895410286783174
0.05,0.25,2,12,aleatoire,30,False,0.7142857142857143,0.31387627634339826
0.05,0.25,2,12,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,13,kst_adaptatif,29,True,1.0,0.48899366633566954
0.05,0.25,2,13,aleatoire,30,False,0.7142857142857143,0.5229095063831678
0.05,0.25,2,13,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,14,kst_adaptatif,27,True,1.0,0.6908261996119923
0.05,0.25,2,14,aleatoire,30,True,1.0,0.6666153474943486
0.05,0.25,2,14,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,15,kst_adaptatif,30,False,0.7142857142857143,0.3753939811811416
0.05,0.25,2,15,aleatoire,30,True,1.0,0.4252469060984881
0.05,0.25,2,15,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,16,kst_adaptatif,26,True,1.0,0.25751063608862224
0.05,0.25,2,16,aleatoire,30,True,1.0,0.3810501903900771
0.05,0.25,2,16,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,17,kst_adaptatif,29,True,1.0,0.7852373149963278
0.05,0.25,2,17,aleatoire,30,False,0.8571428571428571,0.6587914521097696
0.05,0.25,2,17,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,18,kst_adaptatif,27,True,1.0,0.7740582719060014
0.05,0.25,2,18,aleatoire,30,True,1.0,0.620935113492746
0.05,0.25,2,18,cat_irt,30,False,0.8571428571428571,
0.05,0.25,2,19,kst_adaptatif,24,True,1.0,0.8650460720993373
0.05,0.25,2,19,aleatoire,30,True,1.0,0.4581024744342085
0.05,0.25,2,19,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,0,kst_adaptatif,25,True,1.0,0.7800464545285443
0.05,0.25,3,0,aleatoire,30,True,1.0,0.7681441833101812
0.05,0.25,3,0,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,1,kst_adaptatif,15,True,1.0,0.8535894866706253
0.05,0.25,3,1,aleatoire,30,True,1.0,0.7863072807186401
0.05,0.25,3,1,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,2,kst_adaptatif,20,True,1.0,0.8667249824284053
0.05,0.25,3,2,aleatoire,27,True,1.0,0.8517954263655413
0.05,0.25,3,2,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,3,kst_adaptatif,25,True,1.0,0.696602258094723
0.05,0.25,3,3,aleatoire,28,True,1.0,0.8500389256960794
0.05,0.25,3,3,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,4,kst_adaptatif,19,True,1.0,0.8008359103137345
0.05,0.25,3,4,aleatoire,30,False,0.8571428571428571,0.6032185439044726
0.05,0.25,3,4,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,5,kst_adaptatif,17,True,1.0,0.8715361775836742
0.05,0.25,3,5,aleatoire,30,True,1.0,0.4400577578545223
0.05,0.25,3,5,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,6,kst_adaptatif,30,True,1.0,0.6967219543466427
0.05,0.25,3,6,aleatoire,30,True,1.0,0.33628889426643177
0.05,0.25,3,6,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,7,kst_adaptatif,18,True,1.0,0.891584443996006
0.05,0.25,3,7,aleatoire,24,True,1.0,0.8674599217589329
0.05,0.25,3,7,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,8,kst_adaptatif,27,True,1.0,0.6327056348763928
0.05,0.25,3,8,aleatoire,30,True,1.0,0.8019720968829402
0.05,0.25,3,8,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,9,kst_adaptatif,21,True,1.0,0.8036520365921116
0.05,0.25,3,9,aleatoire,30,True,1.0,0.811641719729466
0.05,0.25,3,9,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,10,kst_adaptatif,28,True,1.0,0.32820694708443654
0.05,0.25,3,10,aleatoire,30,False,0.8571428571428571,0.4789357102997557
0.05,0.25,3,10,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,11,kst_adaptatif,15,True,1.0,0.8535894866706253
0.05,0.25,3,11,aleatoire,30,True,1.0,0.7299886718129336
0.05,0.25,3,11,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,12,kst_adaptatif,27,True,1.0,0.4277249272601789
0.05,0.25,3,12,aleatoire,30,False,0.8571428571428571,0.4060887355159039
0.05,0.25,3,12,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,13,kst_adaptatif,26,True,1.0,0.34407793653263163
0.05,0.25,3,13,aleatoire,30,True,1.0,0.5511476861615932
0.05,0.25,3,13,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,14,kst_adaptatif,17,True,1.0,0.8715361775869602
0.05,0.25,3,14,aleatoire,30,True,1.0,0.6146074168842793
0.05,0.25,3,14,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,15,kst_adaptatif,18,True,1.0,0.8613719904127682
0.05,0.25,3,15,aleatoire,25,True,1.0,0.8866260144291938
0.05,0.25,3,15,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,16,kst_adaptatif,25,False,0.8571428571428571,0.3803141004179849
0.05,0.25,3,16,aleatoire,30,True,1.0,0.4149074668769606
0.05,0.25,3,16,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,17,kst_adaptatif,24,True,1.0,0.7805058823463153
0.05,0.25,3,17,aleatoire,30,False,0.7142857142857143,0.3167216616005692
0.05,0.25,3,17,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,18,kst_adaptatif,21,True,1.0,0.8598241397341378
0.05,0.25,3,18,aleatoire,30,True,1.0,0.5984507509897915
0.05,0.25,3,18,cat_irt,30,False,0.8571428571428571,
0.05,0.25,3,19,kst_adaptatif,21,True,1.0,0.8138093563279365
0.05,0.25,3,19,aleatoire,30,True,1.0,0.6644059072572773
0.05,0.25,3,19,cat_irt,30,False,0.8571428571428571,
0.05,0.25,4,0,kst_adaptatif,22,True,1.0,0.7887846926420782
0.05,0.25,4,0,aleatoire,30,True,1.0,0.48693727169450646
0.05,0.25,4,0,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,1,kst_adaptatif,27,True,1.0,0.7530414924583088
0.05,0.25,4,1,aleatoire,30,True,1.0,0.691269500607743
0.05,0.25,4,1,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,2,kst_adaptatif,21,True,1.0,0.8694564357023032
0.05,0.25,4,2,aleatoire,30,True,1.0,0.5929110951669357
0.05,0.25,4,2,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,3,kst_adaptatif,19,True,1.0,0.8597006666759548
0.05,0.25,4,3,aleatoire,30,True,1.0,0.757375931991917
0.05,0.25,4,3,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,4,kst_adaptatif,27,True,1.0,0.7733422372744987
0.05,0.25,4,4,aleatoire,30,True,1.0,0.7226663744243792
0.05,0.25,4,4,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,5,kst_adaptatif,28,True,1.0,0.7138474221958556
0.05,0.25,4,5,aleatoire,30,True,1.0,0.5124768421681345
0.05,0.25,4,5,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,6,kst_adaptatif,21,True,1.0,0.8694564357015713
0.05,0.25,4,6,aleatoire,30,True,1.0,0.8289464913847453
0.05,0.25,4,6,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,7,kst_adaptatif,25,True,1.0,0.6740872343667306
0.05,0.25,4,7,aleatoire,30,True,1.0,0.6506196131784493
0.05,0.25,4,7,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,8,kst_adaptatif,30,True,1.0,0.6069192596674522
0.05,0.25,4,8,aleatoire,30,True,1.0,0.6970269970186032
0.05,0.25,4,8,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,9,kst_adaptatif,22,True,1.0,0.7874089295442857
0.05,0.25,4,9,aleatoire,30,True,1.0,0.4594326922000104
0.05,0.25,4,9,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,10,kst_adaptatif,28,True,1.0,0.6841811775798429
0.05,0.25,4,10,aleatoire,30,True,1.0,0.3934338980185028
0.05,0.25,4,10,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,11,kst_adaptatif,19,True,1.0,0.8675837471338959
0.05,0.25,4,11,aleatoire,22,True,1.0,0.8537485503415752
0.05,0.25,4,11,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,12,kst_adaptatif,25,True,1.0,0.6873365777922451
0.05,0.25,4,12,aleatoire,30,True,1.0,0.4961985916058238
0.05,0.25,4,12,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,13,kst_adaptatif,22,True,1.0,0.8160029897780332
0.05,0.25,4,13,aleatoire,30,True,1.0,0.7662641709140837
0.05,0.25,4,13,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,14,kst_adaptatif,22,True,1.0,0.8174287124532053
0.05,0.25,4,14,aleatoire,30,True,1.0,0.40784065049757284
0.05,0.25,4,14,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,15,kst_adaptatif,30,True,1.0,0.6345409762138898
0.05,0.25,4,15,aleatoire,30,True,1.0,0.5504960296368872
0.05,0.25,4,15,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,16,kst_adaptatif,30,False,0.8571428571428571,0.3269348814662998
0.05,0.25,4,16,aleatoire,30,True,1.0,0.7413892693057489
0.05,0.25,4,16,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,17,kst_adaptatif,30,True,1.0,0.2742815852660225
0.05,0.25,4,17,aleatoire,30,True,1.0,0.6519262493179291
0.05,0.25,4,17,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,18,kst_adaptatif,29,True,1.0,0.778734279116726
0.05,0.25,4,18,aleatoire,30,True,1.0,0.6305201060003779
0.05,0.25,4,18,cat_irt,30,False,0.7142857142857143,
0.05,0.25,4,19,kst_adaptatif,26,True,1.0,0.4277979167293725
0.05,0.25,4,19,aleatoire,30,True,1.0,0.7160451006403407
0.05,0.25,4,19,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,0,kst_adaptatif,28,True,1.0,0.6479677099031305
0.05,0.25,5,0,aleatoire,30,True,1.0,0.6341716018529473
0.05,0.25,5,0,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,1,kst_adaptatif,26,True,1.0,0.6791344063559629
0.05,0.25,5,1,aleatoire,30,True,1.0,0.6010510972121134
0.05,0.25,5,1,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,2,kst_adaptatif,26,True,1.0,0.7761484122512133
0.05,0.25,5,2,aleatoire,30,True,1.0,0.7177785487986167
0.05,0.25,5,2,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,3,kst_adaptatif,24,True,1.0,0.6960941064133199
0.05,0.25,5,3,aleatoire,30,True,1.0,0.43838340717172836
0.05,0.25,5,3,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,4,kst_adaptatif,25,True,1.0,0.8155094147205326
0.05,0.25,5,4,aleatoire,30,True,1.0,0.5879092416410597
0.05,0.25,5,4,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,5,kst_adaptatif,30,True,1.0,0.2068372321934686
0.05,0.25,5,5,aleatoire,30,True,1.0,0.7991824648772724
0.05,0.25,5,5,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,6,kst_adaptatif,27,True,1.0,0.6913169794905185
0.05,0.25,5,6,aleatoire,30,True,1.0,0.6380877719115032
0.05,0.25,5,6,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,7,kst_adaptatif,21,True,1.0,0.8694564356698655
0.05,0.25,5,7,aleatoire,30,True,1.0,0.84557734790628
0.05,0.25,5,7,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,8,kst_adaptatif,27,True,1.0,0.7746081820595271
0.05,0.25,5,8,aleatoire,29,True,1.0,0.8552490915242311
0.05,0.25,5,8,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,9,kst_adaptatif,23,True,1.0,0.7792812626139358
0.05,0.25,5,9,aleatoire,30,True,1.0,0.618886605414407
0.05,0.25,5,9,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,10,kst_adaptatif,29,True,1.0,0.7696175006472005
0.05,0.25,5,10,aleatoire,30,False,0.8571428571428571,0.7466377964056304
0.05,0.25,5,10,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,11,kst_adaptatif,24,True,1.0,0.771174305313496
0.05,0.25,5,11,aleatoire,30,True,1.0,0.8251679318132885
0.05,0.25,5,11,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,12,kst_adaptatif,30,True,1.0,0.7694886482199307
0.05,0.25,5,12,aleatoire,30,True,1.0,0.8360196643108534
0.05,0.25,5,12,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,13,kst_adaptatif,24,True,1.0,0.8641571800711279
0.05,0.25,5,13,aleatoire,30,True,1.0,0.3690415432929623
0.05,0.25,5,13,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,14,kst_adaptatif,22,True,1.0,0.7874089294878839
0.05,0.25,5,14,aleatoire,30,True,1.0,0.7695862783012324
0.05,0.25,5,14,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,15,kst_adaptatif,22,True,1.0,0.4731403501931189
0.05,0.25,5,15,aleatoire,30,True,1.0,0.6984065555959362
0.05,0.25,5,15,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,16,kst_adaptatif,23,True,1.0,0.8159471923550432
0.05,0.25,5,16,aleatoire,30,True,1.0,0.5919605342602238
0.05,0.25,5,16,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,17,kst_adaptatif,23,True,1.0,0.25357848828661134
0.05,0.25,5,17,aleatoire,30,True,1.0,0.5868522312355418
0.05,0.25,5,17,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,18,kst_adaptatif,25,True,1.0,0.7903224611350279
0.05,0.25,5,18,aleatoire,30,True,1.0,0.2639154955946921
0.05,0.25,5,18,cat_irt,30,False,0.7142857142857143,
0.05,0.25,5,19,kst_adaptatif,23,True,1.0,0.8075801737295049
0.05,0.25,5,19,aleatoire,30,True,1.0,0.5058590832693122
0.05,0.25,5,19,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,0,kst_adaptatif,30,True,1.0,0.7388048520293578
0.05,0.25,6,0,aleatoire,30,False,0.8571428571428571,0.7290669969977414
0.05,0.25,6,0,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,1,kst_adaptatif,30,False,0.8571428571428571,0.7539740569458888
0.05,0.25,6,1,aleatoire,30,False,0.8571428571428571,0.46878965432743763
0.05,0.25,6,1,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,2,kst_adaptatif,30,True,1.0,0.33233312310014645
0.05,0.25,6,2,aleatoire,30,True,1.0,0.49075423192877654
0.05,0.25,6,2,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,3,kst_adaptatif,30,True,1.0,0.7926381898736823
0.05,0.25,6,3,aleatoire,30,True,1.0,0.5679591013139975
0.05,0.25,6,3,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,4,kst_adaptatif,30,True,1.0,0.40078956021486
0.05,0.25,6,4,aleatoire,30,True,1.0,0.45416773881641165
0.05,0.25,6,4,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,5,kst_adaptatif,30,True,1.0,0.3917167091166737
0.05,0.25,6,5,aleatoire,30,True,1.0,0.6248093630019023
0.05,0.25,6,5,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,6,kst_adaptatif,30,True,1.0,0.6695472299470687
0.05,0.25,6,6,aleatoire,30,True,1.0,0.530489870568381
0.05,0.25,6,6,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,7,kst_adaptatif,30,True,1.0,0.3861962497643837
0.05,0.25,6,7,aleatoire,30,True,1.0,0.5679787100774379
0.05,0.25,6,7,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,8,kst_adaptatif,30,True,1.0,0.3724782900321411
0.05,0.25,6,8,aleatoire,30,True,1.0,0.3562181281900139
0.05,0.25,6,8,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,9,kst_adaptatif,30,True,1.0,0.33951188232493806
0.05,0.25,6,9,aleatoire,30,True,1.0,0.5379109483270952
0.05,0.25,6,9,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,10,kst_adaptatif,30,True,1.0,0.7390142763397335
0.05,0.25,6,10,aleatoire,30,True,1.0,0.5184018640424366
0.05,0.25,6,10,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,11,kst_adaptatif,30,True,1.0,0.4041095944096293
0.05,0.25,6,11,aleatoire,30,True,1.0,0.722701453935635
0.05,0.25,6,11,cat_irt,30,False,0.7142857142857143,
0.05,0.25,6,12,kst_adaptatif,30,True,1.0,0.4537555615528134
